r-value,Independent Value (X),Dependent Value (Y),Equation
0.8663002211276072,2015 Inequality-adjusted income index (Value),2015 Gross national income (GNI) per capita (2011 PPP $),Y = 73801.40508770311 * X + -23212.082329599823
0.8662487791885247,2015 Mean years of schooling (Year),2015 Coefficient of human inequality,Y = -2.7538116565442774 * X + 43.43009619757519
0.8662487791885246,2015 Coefficient of human inequality,2015 Mean years of schooling (Year),Y = -0.27249029383050144 * X + 13.902761877019232
0.8661920453541097,Income inequality (Palma ratio),2015 Inequality in income (%),Y = 8.204281066803523 * X + 7.589868488814629
0.8661920453541097,2015 Inequality in income (%),Income inequality (Palma ratio),Y = 0.09145087221238465 * X + -0.19819186805311367
0.8660423702688305,Gender Inequality Index Rank,2015 Inequality-adjusted life expectancy index Value,Y = -0.003494987731791951 * X + 0.9626246801552514
0.8660423702688305,2015 Inequality-adjusted life expectancy index Value,Gender Inequality Index Rank,Y = -214.601436302124 * X + 226.55313373760953
0.8616957583135997,Population with at least some secondary education (Male) 2005-2015,2015 Inequality-adjusted HDI (IHDI) Value,Y = 0.0057666955207825825 * X + 0.20958325150966742
0.8616957583135997,2015 Inequality-adjusted HDI (IHDI) Value,Population with at least some secondary education (Male) 2005-2015,Y = 128.75997652723058 * X + -10.634260728848545
0.8616679897229773,2015 Mean years of schooling (Year),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -2.7967514540314444 * X + 44.2144045988712
0.8616679897229773,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 Mean years of schooling (Year),Y = -0.26547647751929554 * X + 13.871958104525145
0.857552446910834,Gender Inequality,2015 Inequality-adjusted life expectancy index Value,Y = -0.8432309323542138 * X + 0.9866275971254482
0.8575524469108339,2015 Inequality-adjusted life expectancy index Value,Gender Inequality,Y = -0.8721171994362333 * X + 0.9556140788625337
0.8565471687675225,Gender Inequality Index Rank,2010- 2015 Inequality in life expectancy (%),Y = 0.2175814582510391 * X + -1.3538040605106958
0.8565471687675225,2010- 2015 Inequality in life expectancy (%),Gender Inequality Index Rank,Y = 3.3719465721990347 * X + 25.844310579382935
0.853983560589802,2010- 2015 Inequality in life expectancy (%), 2015 Inequality-adjusted education index (Value),Y = -0.015442779925039684 * X + 0.8011307016608173
0.853983560589802, 2015 Inequality-adjusted education index (Value),2010- 2015 Inequality in life expectancy (%),Y = -47.225170940572234 * X + 42.64686405405202
0.8528626286263061,Population with at least some secondary education (Female) 2005-2015,2015 Inequality in education (%),Y = -0.38532370950283495 * X + 41.34738085495297
0.8528626286263061,2015 Inequality in education (%),Population with at least some secondary education (Female) 2005-2015,Y = -1.8876976562015118 * X + 93.96434337419421
0.8528296183908756,2015 Inequality-adjusted HDI (IHDI) Value,2015 Gross national income (GNI) per capita (2011 PPP $),Y = 65670.26177214924 * X + -22068.13518226694
0.8528296183908756,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Inequality-adjusted HDI (IHDI) Value,Y = 1.1075307732566151e-05 * X + 0.39681695019988017
0.8515676242248084,Population with at least some secondary education (Female) 2005-2015,2015 Human Development Index (HDI) (Value),Y = 0.004351912164028314 * X + 0.45256570715952443
0.8515676242248084,Population with at least some secondary education (Female) 2005-2015,2015 Human Development Index (HDI) ,Y = 0.004351912164028314 * X + 0.45256570715952443
0.8515676242248084,2015 Human Development Index (HDI) (Value),Population with at least some secondary education (Female) 2005-2015,Y = 166.63190599799262 * X + -59.02882956252189
0.8515676242248084,2015 Human Development Index (HDI) ,Population with at least some secondary education (Female) 2005-2015,Y = 166.63190599799262 * X + -59.02882956252189
0.8482905621842037,Gender Inequality Index Rank,2015 Expected years of schooling (Years),Y = -0.05211696510083552 * X + 17.39996179019506
0.8482905621842036,2015 Expected years of schooling (Years),Gender Inequality Index Rank,Y = -13.807344239990197 * X + 262.6512953022603
0.8481145791355671,Gender Inequality,2010- 2015 Inequality in life expectancy (%),Y = 52.49336958865174 * X + -2.8473167701175863
0.8481145791355671,2010- 2015 Inequality in life expectancy (%),Gender Inequality,Y = 0.01370265130584798 * X + 0.13996422695927083
0.8481103165776528,Population with at least some secondary education (Female) 2005-2015,2015 Coefficient of human inequality,Y = -0.271235516606692 * X + 35.65218647245434
0.8481103165776528,2015 Coefficient of human inequality,Population with at least some secondary education (Female) 2005-2015,Y = -2.6519060559774092 * X + 111.06303918724434
0.846783869427283,Income inequality (Quintile ratio),2015 Inequality in income (%),Y = 1.8737758061145917 * X + 8.391694983670385
0.846783869427283,2015 Inequality in income (%),Income inequality (Quintile ratio),Y = 0.3826727398135647 * X + -0.871951464495519
0.8466572267833733,Gender Inequality,2015 Expected years of schooling (Years),Y = -12.67422537601922 * X + 17.793867177522987
0.8466572267833733,2015 Expected years of schooling (Years),Gender Inequality,Y = -0.056557970084768705 * X + 1.1082216858075205
0.8424481523582772,2015 Inequality-adjusted life expectancy index Value,2015 Expected years of schooling (Years),Y = 12.988688230406021 * X + 4.284027320077032
0.8424481523582771,2015 Expected years of schooling (Years),2015 Inequality-adjusted life expectancy index Value,Y = 0.054641306098213285 * X + -0.04014851401618435
0.8424236869720025,Population with at least some secondary education (Female) 2005-2015,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -0.27519487107035334 * X + 36.300980518151796
0.8424236869720025,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Population with at least some secondary education (Female) 2005-2015,Y = -2.5788186589788453 * X + 110.69608657346599
0.8418364455242324, 2015 Inequality-adjusted education index (Value),2015 Inequality-adjusted income index (Value),Y = 0.6395430173091733 * X + 0.17245030724216517
0.8418364455242323,2015 Inequality-adjusted income index (Value), 2015 Inequality-adjusted education index (Value),Y = 1.1081171740325209 * X + -0.03606190371258464
0.8392896474834528,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Inequality-adjusted life expectancy index Value,Y = -0.0006931422867147418 * X + 0.7810542603447651
0.8392896474834528,2015 Inequality-adjusted life expectancy index Value,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -1016.2518228566738 * X + 843.0855531357196
0.838753913634175,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Life expectancy at birth (Years),Y = -0.03037034171394267 * X + 76.14914748029831
0.838753913634175,2015 Life expectancy at birth (Years),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -23.16431386459092 * X + 1813.430540606234
0.8380328710273628,2015 Inequality-adjusted life expectancy index Value, 2015 Inequality-adjusted education index (Value),Y = 0.9674317301922893 * X + -0.10939973978487529
0.8380328710273628, 2015 Inequality-adjusted education index (Value),2015 Inequality-adjusted life expectancy index Value,Y = 0.7259417600276242 * X + 0.2751154180909318
0.8372898615152292,2015 Inequality-adjusted life expectancy index Value,2015 Inequality-adjusted income index (Value),Y = 0.7332660551179868 * X + 0.027217380896228292
0.8372898615152292,2015 Inequality-adjusted income index (Value),2015 Inequality-adjusted life expectancy index Value,Y = 0.9560708658242582 * X + 0.17124919284405588
0.8365308477426503,Population with at least some secondary education (Male) 2005-2015,2015 Coefficient of human inequality,Y = -0.2974847803501073 * X + 38.58501546807578
0.8365308477426503,2015 Coefficient of human inequality,Population with at least some secondary education (Male) 2005-2015,Y = -2.3523349947566072 * X + 109.83055094350551
0.8358110427726116,2015 Expected years of schooling (Years),2010- 2015 Inequality in life expectancy (%),Y = -3.4584253528547673 * X + 61.85565539328698
0.8358110427726115,2010- 2015 Inequality in life expectancy (%),2015 Expected years of schooling (Years),Y = -0.20199369017578783 * X + 16.401381078283002
0.8327157038958689,2015 Life expectancy at birth (Years),2015 Coefficient of human inequality,Y = -0.9934419744639983 * X + 91.03181159248467
0.8327157038958689,2015 Coefficient of human inequality,2015 Life expectancy at birth (Years),Y = -0.69799289876886 * X + 85.27234238581833
0.8315260036695444,Population with at least some secondary education (Female) 2005-2015,HDI rank,Y = -1.5031876077310906 * X + 179.27529269496878
0.8315260036695444,HDI rank,Population with at least some secondary education (Female) 2005-2015,Y = -0.45997950703059254 * X + 100.85681272858369
0.8314640254793488,Population with at least some secondary education (Female) 2005-2015,2014HDI rank,Y = -1.5032168002732589 * X + 179.31384270880454
0.8314640254793488,2014HDI rank,Population with at least some secondary education (Female) 2005-2015,Y = -0.4599020085064584 * X + 100.86679244405786
0.8313224664075034,Population with at least some secondary education (Male) 2005-2015,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -0.30197282600688086 * X + 39.28586276469885
0.8313224664075034,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Population with at least some secondary education (Male) 2005-2015,Y = -2.2886067342301515 * X + 109.52722793414887
0.830821047394698,2015 Mean years of schooling (Year),2015 Expected years of schooling (Years),Y = 0.7764445546665998 * X + 6.483678509923959
0.830821047394698,2015 Expected years of schooling (Years),2015 Mean years of schooling (Year),Y = 0.8890056716160714 * X + -3.17113799918972
0.8271090425259383,Gender Inequality Index Rank,2015 Mean years of schooling (Year),Y = -0.056031317098508546 * X + 13.047936178738697
0.8271090425259382,2015 Mean years of schooling (Year),Gender Inequality Index Rank,Y = -12.209410801917132 * X + 184.5470757286331
0.8256974785930318,2015 Life expectancy at birth (Years),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -1.0057476436987332 * X + 92.33259737342283
0.8256974785930318,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 Life expectancy at birth (Years),Y = -0.6778801127960699 * X + 85.14827511477179
0.8249260206406064,2015 Expected years of schooling (Years),2015 Inequality-adjusted income index (Value),Y = 0.048513355557116236 * X + -0.11914861357006964
0.8249260206406063,2015 Inequality-adjusted income index (Value),2015 Expected years of schooling (Years),Y = 14.027125761869103 * X + 5.824566907386833
0.8224891685756968,Gender Inequality Index Rank,2015 Life expectancy at birth (Years),Y = -0.14578174340175146 * X + 83.48560546022547
0.8224891685756968,2015 Life expectancy at birth (Years),Gender Inequality Index Rank,Y = -4.640419414933568 * X + 413.256595228013
0.822345008868574,Population with at least some secondary education (Male) 2005-2015,2015 Human Development Index (HDI) (Value),Y = 0.004647879860444414 * X + 0.4166163906601255
0.822345008868574,Population with at least some secondary education (Male) 2005-2015,2015 Human Development Index (HDI) ,Y = 0.004647879860444414 * X + 0.4166163906601255
0.8223450088685739,2015 Human Development Index (HDI) (Value),Population with at least some secondary education (Male) 2005-2015,Y = 145.49672838281876 * X + -40.042192121102495
0.8223450088685739,2015 Human Development Index (HDI) ,Population with at least some secondary education (Male) 2005-2015,Y = 145.49672838281876 * X + -40.042192121102495
0.8219115061132035,Gender Inequality,2015 Mean years of schooling (Year),Y = -13.566644535875355 * X + 13.450027051609357
0.8219115061132035,2015 Mean years of schooling (Year),Gender Inequality,Y = -0.04979407561647943 * X + 0.786417397799611
0.8218859798475718,2015 Inequality-adjusted income index (Value),2010- 2015 Inequality in life expectancy (%),Y = -59.79075170973315 * X + 48.162466741477154
0.8218859798475718,2010- 2015 Inequality in life expectancy (%),2015 Inequality-adjusted income index (Value),Y = -0.011297676388973058 * X + 0.7099749123271896
0.8209439291722676,2015 Mean years of schooling (Year),2010- 2015 Inequality in life expectancy (%),Y = -3.2016244587529976 * X + 43.6648810844341
0.8209439291722676,2010- 2015 Inequality in life expectancy (%),2015 Mean years of schooling (Year),Y = -0.21050218210392407 * X + 11.904190709684414
0.818220705189849,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Human Development Index (HDI) (Value),Y = -0.0005543409243611123 * X + 0.7861201040639184
0.818220705189849,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Human Development Index (HDI) ,Y = -0.0005543409243611123 * X + 0.7861201040639184
0.8182207051898489,2015 Human Development Index (HDI) (Value),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -1207.713688418314 * X + 1004.5746158775623
0.8182207051898489,2015 Human Development Index (HDI) ,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -1207.713688418314 * X + 1004.5746158775623
0.8155154518879035,2015 Inequality in education (%),2015 Human Development Index (HDI) (Value),Y = -0.008850352346313591 * X + 0.865380057980465
0.8155154518879035,2015 Inequality in education (%),2015 Human Development Index (HDI) ,Y = -0.008850352346313591 * X + 0.865380057980465
0.8155154518879035,2015 Human Development Index (HDI) (Value),2015 Inequality in education (%),Y = -75.14564688997405 * X + 71.79289030401235
0.8155154518879035,2015 Human Development Index (HDI) ,2015 Inequality in education (%),Y = -75.14564688997405 * X + 71.79289030401235
0.8145272729902141,2015 Mean years of schooling (Year),2015 Inequality-adjusted income index (Value),Y = 0.04278438723077295 * X + 0.15741102905441462
0.8145272729902141,2015 Inequality-adjusted income index (Value),2015 Mean years of schooling (Year),Y = 15.50693422033343 * X + 0.344277866651531
0.8129089964474381,HDI rank,2015 Inequality in education (%),Y = 0.21486797177353165 * X + -0.976896940497259
0.8129089964474381,2015 Inequality in education (%),HDI rank,Y = 3.075474818562901 * X + 36.42213665427255
0.8117943335668414,Gender Inequality,2015 Life expectancy at birth (Years),Y = -35.05890044240152 * X + 84.4459307307985
0.8117943335668414,2015 Life expectancy at birth (Years),Gender Inequality,Y = -0.01879722500407354 * X + 1.7099790153555219
0.8109415010081737,2015 Inequality in education (%),2014HDI rank,Y = 3.0638565677736866 * X + 36.67573177543068
0.8109415010081737,2014HDI rank,2015 Inequality in education (%),Y = 0.21463998183676267 * X + -0.9585096025214738
0.8090907064220983,Population with at least some secondary education (Male) 2005-2015,HDI rank,Y = -1.617612214599958 * X + 192.46747169420325
0.8090907064220983,HDI rank,Population with at least some secondary education (Male) 2005-2015,Y = -0.40468770284385075 * X + 99.83751818874678
0.8084483320982383,2014HDI rank,Population with at least some secondary education (Male) 2005-2015,Y = -0.40432841079032794 * X + 99.82018418758389
0.8084483320982382,Population with at least some secondary education (Male) 2005-2015,2014HDI rank,Y = -1.6164797927379755 * X + 192.43231644819377
0.8064399084534389,2015 Coefficient of human inequality,2015 Expected years of schooling (Years),Y = -0.2278815280428102 * X + 17.71119273789423
0.8064399084534388,2015 Expected years of schooling (Years),2015 Coefficient of human inequality,Y = -2.8538746932757997 * X + 57.7518844187126
0.8054021184969867,Gender Inequality Index Rank,2015 Inequality in education (%),Y = 0.2442730166976391 * X + -0.8775148185881377
0.8054021184969867,2015 Inequality in education (%),Gender Inequality Index Rank,Y = 2.655522829532827 * X + 30.73618872487279
0.8041584571741778,Population with at least some secondary education (Male) 2005-2015,2015 Inequality in education (%),Y = -0.40118057104182353 * X + 44.09217950424339
0.8041584571741778,2015 Inequality in education (%),Population with at least some secondary education (Male) 2005-2015,Y = -1.611919596618102 * X + 93.29892556039674
0.8028323831865259,2015 Mean years of schooling (Year),2015 Inequality-adjusted life expectancy index Value,Y = 0.049078283341430495 * X + 0.25978313449547663
0.8028323831865259,2015 Inequality-adjusted life expectancy index Value,2015 Mean years of schooling (Year),Y = 13.132892831825087 * X + -0.4543920404622929
0.8007295346719895,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),2015 Expected years of schooling (Years),Y = -0.22161576135418695 * X + 17.677012918344243
0.8007295346719895,2015 Expected years of schooling (Years),2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -2.8931506666229745 * X + 58.691521126142135
0.8006594802699379,2015 Life expectancy at birth (Years),2015 Expected years of schooling (Years),Y = 0.2794656118421281 * X + -6.957549982007491
0.8006594802699379,2015 Expected years of schooling (Years),2015 Life expectancy at birth (Years),Y = 2.293862200506686 * X + 41.57187103608129
0.7989604217296602,2015 Inequality in education (%),Gender Inequality,Y = 0.010802253480588655 * X + 0.1592299182278835
0.7989604217296601,Gender Inequality,2015 Inequality in education (%),Y = 59.09301764094982 * X + -2.5838234613359274
0.7958633430787838,2015 Inequality-adjusted income index (Value),2015 Life expectancy at birth (Years),Y = 40.09388241009397 * X + 50.357823912707154
0.7958633430787837,2015 Life expectancy at birth (Years),2015 Inequality-adjusted income index (Value),Y = 0.01579788293829768 * X + -0.6080327004579481
0.7954775667499441,Gender Inequality Index Rank,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 0.6784631380498702 * X + -8.342111357141862
0.7954775667499441,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Gender Inequality Index Rank,Y = 0.9326734552171037 * X + 37.12074858989122
0.792945739674201,Gender Inequality,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 164.78630418783524 * X + -13.395255721790011
0.792945739674201,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Gender Inequality,Y = 0.0038156262388818283 * X + 0.18461887399423013
0.7919280693447175,Population with at least some secondary education (Female) 2005-2015,2010- 2015 Inequality in life expectancy (%),Y = -0.30694593665541087 * X + 34.13685667078255
0.7919280693447175,2010- 2015 Inequality in life expectancy (%),Population with at least some secondary education (Female) 2005-2015,Y = -2.043193905251508 * X + 91.94567714639088
0.7856595311381914,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.0006322656342205397 * X + 0.6683670442286418
0.7856595311381914,2015 Inequality-adjusted HDI (IHDI) Value,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -976.2683047438512 * X + 718.7625155441199
0.7845398335831203,Population with at least some secondary education (Female) 2005-2015,Gender Inequality Index Rank,Y = -1.1907454310646328 * X + 150.59295374604284
0.7845398335831203,Gender Inequality Index Rank,Population with at least some secondary education (Female) 2005-2015,Y = -0.5169054059928804 * X + 100.66959923102864
0.7839030060241466,Population with at least some secondary education (Female) 2005-2015,2015 Expected years of schooling (Years),Y = 0.07318299217775785 * X + 8.897608209850292
0.7839030060241466,2015 Expected years of schooling (Years),Population with at least some secondary education (Female) 2005-2015,Y = 8.396813310954693 * X + -51.73173184231581
0.783100721579227,2015 Gross national income (GNI) per capita (2011 PPP $), 2015 Inequality-adjusted education index (Value),Y = 1.2263177999767132e-05 * X + 0.35234410288155815
0.7831007215792268, 2015 Inequality-adjusted education index (Value),2015 Gross national income (GNI) per capita (2011 PPP $),Y = 50007.16291890656 * X + -12088.716735306514
0.7794079338918228,2015 Life expectancy at birth (Years), 2015 Inequality-adjusted education index (Value),Y = 0.02046754542054463 * X + -0.9206682189403068
0.7794079338918228, 2015 Inequality-adjusted education index (Value),2015 Life expectancy at birth (Years),Y = 29.679998990194356 * X + 55.10241572276956
0.7784170231826565,2015 Gross national income (GNI) per capita (2011 PPP $),2014HDI rank,Y = -0.0022211692885393923 * X + 132.792077002842
0.7784170231826565,2014HDI rank,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -272.79913562059056 * X + 43048.375905484965
0.7778288110300411,HDI rank,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -272.4815573580081 * X + 43014.069016341484
0.777828811030041,2015 Gross national income (GNI) per capita (2011 PPP $),HDI rank,Y = -0.002220398566180707 * X + 132.76277539210284
0.7760958077565875,Population with at least some secondary education (Female) 2005-2015,2015 Inequality-adjusted income index (Value),Y = 0.004234365236294171 * X + 0.2760546731060237
0.7760958077565874,2015 Inequality-adjusted income index (Value),Population with at least some secondary education (Female) 2005-2015,Y = 142.2467522769699 * X + -15.932519892908815
0.7750859629598909,Population with at least some secondary education (Female) 2005-2015,Gender Inequality,Y = -0.004828080173298738 * X + 0.6462681032194222
0.7750859629598909,Gender Inequality,Population with at least some secondary education (Female) 2005-2015,Y = -124.4300484693482 * X + 104.11782768255217
0.7746538747164374,Population with at least some secondary education (Male) 2005-2015,2015 Inequality-adjusted income index (Value),Y = 0.004703117890825531 * X + 0.22613033801747462
0.7746538747164374,2015 Inequality-adjusted income index (Value),Population with at least some secondary education (Male) 2005-2015,Y = 127.59378768365337 * X + -3.480009570976158
0.7741847465583241,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2010- 2015 Inequality in life expectancy (%),Y = 0.23554017021917387 * X + 5.7542786174819165
0.7741847465583241,2010- 2015 Inequality in life expectancy (%),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 2.5446276159427943 * X + 4.534051492891055
0.7718499043091499,Population with at least some secondary education (Male) 2005-2015,2015 Expected years of schooling (Years),Y = 0.07969306685700758 * X + 8.195652746349703
0.7718499043091499,2015 Expected years of schooling (Years),Population with at least some secondary education (Male) 2005-2015,Y = 7.475584743789514 * X + -35.57747770077721
0.768528790398378,Gender Inequality Index Rank,Population with at least some secondary education (Male) 2005-2015,Y = -0.4584058342295136 * X + 100.0187906795707
0.7685287903983778,Population with at least some secondary education (Male) 2005-2015,Gender Inequality Index Rank,Y = -1.2884576450994256 * X + 161.57786155984377
0.7676723622015493,2015 Inequality in education (%),2010- 2015 Inequality in life expectancy (%),Y = 0.6518880280734696 * X + 4.582636323366096
0.7676723622015493,2010- 2015 Inequality in life expectancy (%),2015 Inequality in education (%),Y = 0.9040215962083736 * X + 4.17148862537786
0.7657792679511075,Population with at least some secondary education (Male) 2005-2015,2010- 2015 Inequality in life expectancy (%),Y = -0.32823017670182064 * X + 36.70132434790465
0.7657792679511074,2010- 2015 Inequality in life expectancy (%),Population with at least some secondary education (Male) 2005-2015,Y = -1.786605647037936 * X + 91.82789624542028
0.7649403759164383,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.0035049824954659138 * X + 0.7383643686917019
0.7649403759164382,2015 Inequality-adjusted HDI (IHDI) Value,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -166.94342395835562 * X + 144.50567687675093
0.7645728716038204,2015 Expected years of schooling (Years),2015 Inequality in education (%),Y = -3.7625460911561057 * X + 68.76798428316599
0.7645728716038201,2015 Inequality in education (%),2015 Expected years of schooling (Years),Y = -0.15536598405174495 * X + 16.047437798209447
0.7625217934100459,HDI rank,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 3.215859865570288 * X + -142.49033973303463
0.7625217934100458,Maternal mortality ratio (deaths per 100000 live births) 2015,HDI rank,Y = 0.18080373826306725 * X + 66.03295826458006
0.7623787294050283,2015 Inequality-adjusted life expectancy index Value,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -159.86110420877367 * X + 154.66796897690207
0.7623787294050282,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Inequality-adjusted life expectancy index Value,Y = -0.003635789518194277 * X + 0.8421255252826182
0.7622428813338802,Maternal mortality ratio (deaths per 100000 live births) 2015,2014HDI rank,Y = 0.18065036741576265 * X + 66.07522422978239
0.7622428813338802,2014HDI rank,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 3.2162359725899976 * X + -142.58012934017427
0.7620898951434667,Population with at least some secondary education (Male) 2005-2015,Gender Inequality,Y = -0.0052436885050972 * X + 0.6920392070331871
0.7620898951434667,Gender Inequality,Population with at least some secondary education (Male) 2005-2015,Y = -110.758106190943 * X + 103.22427213902084
0.7587545973045287,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Coefficient of human inequality,Y = 0.03305454927948138 * X + 14.887775376386468
0.7587545973045287,2015 Coefficient of human inequality,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 17.416922979740306 * X + -185.84904639238283
0.7570420154479948,Population with at least some secondary education (Female) 2005-2015,2015 Inequality-adjusted life expectancy index Value,Y = 0.004674412070758453 * X + 0.408062749026932
0.7570420154479948,2015 Inequality-adjusted life expectancy index Value,Population with at least some secondary education (Female) 2005-2015,Y = 122.60635230230528 * X + -24.616529050253263
0.752469319217362,2015 Human Development Index (HDI) (Value),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -192.48810974613397 * X + 181.7988851923209
0.752469319217362,2015 Human Development Index (HDI) ,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -192.48810974613397 * X + 181.7988851923209
0.7524693192173619,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Human Development Index (HDI) (Value),Y = -0.002941532737321786 * X + 0.8365998235301787
0.7524693192173619,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Human Development Index (HDI) ,Y = -0.002941532737321786 * X + 0.8365998235301787
0.7513995756038627,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 16.893464621345775 * X + -182.2990623118628
0.7513995756038626,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = 0.03342128656689292 * X + 15.252765358552445
0.7488074065259374,2015 Mean years of schooling (Year),2015 Life expectancy at birth (Years),Y = 2.004899301036358 * X + 54.57068872355835
0.7488074065259374,2015 Life expectancy at birth (Years),2015 Mean years of schooling (Year),Y = 0.27967116940898457 * X + -11.584451431668954
0.7457384972314586,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 4.286598425805636 * X + -39.176633983774416
0.7457384972314585,Maternal mortality ratio (deaths per 100000 live births) 2015,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 0.12973594701689692 * X + 26.42285115457972
0.7387553571099464,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Life expectancy at birth (Years),Y = -0.15443281098038722 * X + 78.58373399574045
0.7387553571099464,2015 Life expectancy at birth (Years),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = -3.5339606537884927 * X + 299.4540589815404
0.7374862534971363,2015 Inequality-adjusted life expectancy index Value,2015 Inequality in education (%),Y = -55.44215868408099 * X + 56.69084986719276
0.7374862534971363,2015 Inequality in education (%),2015 Inequality-adjusted life expectancy index Value,Y = -0.009809971094314661 * X + 0.8559681090654724
0.736899840546767,2015 Human Development Index (HDI) (Value),2015 Gross national income (GNI) per capita (2011 PPP $),Y = 90569.82865236101 * X + -45979.53541582899
0.736899840546767,2015 Human Development Index (HDI) ,2015 Gross national income (GNI) per capita (2011 PPP $),Y = 90569.82865236101 * X + -45979.53541582899
0.7368998405467669,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Human Development Index (HDI) (Value),Y = 5.995610051137022e-06 * X + 0.5950280707038771
0.7368998405467669,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Human Development Index (HDI) ,Y = 5.995610051137022e-06 * X + 0.5950280707038771
0.7358722466905391,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2014HDI rank,Y = 1.007518548537703 * X + 47.16853976936445
0.7358722466905391,2014HDI rank,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 0.5374669917842384 * X + -3.4057993200953542
0.734937327222554,Population with at least some secondary education (Male) 2005-2015,2015 Inequality-adjusted life expectancy index Value,Y = 0.005018293607021018 * X + 0.3677552597601818
0.734937327222554,2015 Inequality-adjusted life expectancy index Value,Population with at least some secondary education (Male) 2005-2015,Y = 107.63277664530015 * X + -10.38691853342132
0.7345445843568521,HDI rank,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 0.5362787729850812 * X + -3.286590068057883
0.734544584356852,Adolescent birth rate (births per 1000 women ages 15�19) 2015,HDI rank,Y = 1.0061105782812534 * X + 47.22500334240997
0.7305080225684146,Gender Inequality Index Rank,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 3.524408662160528 * X + -129.67979650369395
0.7305080225684145,Maternal mortality ratio (deaths per 100000 live births) 2015,Gender Inequality Index Rank,Y = 0.1514131935851284 * X + 56.89694533931588
0.7291707306403727,Maternal mortality ratio (deaths per 100000 live births) 2015, 2015 Inequality-adjusted education index (Value),Y = -0.0006939951520868871 * X + 0.6489934504309217
0.7291707306403727, 2015 Inequality-adjusted education index (Value),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -766.1292054040874 * X + 579.8352565703854
0.7235939245658832,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Mean years of schooling (Year),Y = -0.009820314862204816 * X + 9.929675220667121
0.7235939245658832,2015 Mean years of schooling (Year),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -53.31684116196496 * X + 608.937344811113
